brand,model,model_year,engine_volume,engine_type,transmission,fuel_type,ext_col,mileage in miles,damage,price_usd
Tesla,limited_model,2016,0.0,,automatic,,black,74122,None reported,35900
Other,XK8 Base,1997,4.0,V8,automatic,Gasoline,white,50000,None reported,6000
Mercedes-Benz,GLC 300 GLC 300,2021,2.0,,automatic,Gasoline,grey,14745,None reported,38998
Chevrolet,Corvette Stingray w/3LT,2021,6.2,V8,automatic,Gasoline,blue,2700,None reported,85950
Other,limited_model,2012,2.0,4Cyl,6-speed auto,Gasoline,N/A,190000,Damage reported,6000
Audi,A4 2.0T Premium,2014,2.0,4Cyl,automatic,E85 Flex Fuel,grey,90236,None reported,9999
Jeep,Gladiator Overland,2020,3.6,V6,8-speed auto,Gasoline,silver,4000,None reported,50000
Land Rover,limited_model,2022,3.0,I6,8-speed auto,Hybrid,blue,2220,None reported,115999
GMC,Yukon XL Denali,2017,6.2,V8,8-speed auto,Gasoline,grey,124000,Damage reported,32000
Ford,limited_model,2019,2.3,4Cyl,10-speed auto,Gasoline,red,45163,None reported,35690
Volkswagen,limited_model,2020,2.0,4Cyl,6-speed auto,Gasoline,black,49400,None reported,20900
Porsche,911 Carrera,2020,3.0,H6,8-speed auto,Gasoline,red,11256,None reported,124900
Chevrolet,Corvette Stingray w/1LT,2021,6.2,V8,automatic,Gasoline,white,13700,None reported,75000
Land Rover,Range Rover HSE,2011,3.2,I6,6-speed auto,Gasoline,black,174678,None reported,9500
Lexus,limited_model,2022,3.5,V6,automatic,Hybrid,white,1600,None reported,59000
Porsche,limited_model,2019,4.0,H6,7-speed auto,Gasoline,N/A,15509,None reported,229900
Ford,Expedition Platinum,2020,3.5,V6,10-speed auto,Gasoline,red,69849,None reported,48149
Toyota,Tacoma PreRunner,2008,4.0,V6,automatic,Gasoline,white,160000,Damage reported,17000
Ford,limited_model,2007,4.6,V8,automatic,Gasoline,red,228000,Damage reported,3850
GMC,limited_model,2008,,,automatic,Gasoline,red,187000,Damage reported,6100
Mercedes-Benz,limited_model,2015,2.0,4Cyl,7-speed auto,Gasoline,black,102000,None reported,17000
Cadillac,limited_model,2016,3.6,V6,6-speed auto,Gasoline,white,48000,Damage reported,24995
Other,Town & Country Touring-L,2012,3.6,V6,6-speed auto,E85 Flex Fuel,grey,163500,None reported,5949
Porsche,911 Carrera,2023,3.0,H6,automatic,Gasoline,silver,1500,None reported,149000
Porsche,718 Cayman GT4,2021,4.0,H6,6-speed manual,Gasoline,N/A,2100,,136900
Ford,F-350 Lariat,2018,6.7,V8,automatic,Diesel,grey,66281,None reported,63500
Ford,Mustang Mach-E Select,2021,0.0,,automatic,,blue,18000,None reported,39499
Ford,F-150 XL,2014,3.5,V6,6-speed auto,Gasoline,grey,27300,None reported,21500
Mazda,limited_model,2020,2.5,4Cyl,6-speed auto,Gasoline,white,19319,Damage reported,24899
Mercedes-Benz,limited_model,2016,5.5,V8,automatic,Gasoline,white,32936,Damage reported,90000
BMW,M4 Base,2017,3.0,I6,automatic,Gasoline,white,30450,None reported,52999
Jeep,Wrangler Sport,2017,3.6,V6,automatic,Gasoline,red,38200,None reported,29500
Jeep,Wrangler Sport,2020,2.0,4Cyl,8-speed auto,Gasoline,black,26315,None reported,31871
Chevrolet,limited_model,2003,4.8,V8,automatic,Gasoline,N/A,110000,None reported,8900
Other,Hardtop Cooper,2014,2.0,4Cyl,6-speed auto,Gasoline,silver,19700,None reported,13500
Honda,Element EX,2008,2.4,4Cyl,automatic,Gasoline,black,192000,Damage reported,11000
Porsche,911 Carrera 4S,2017,3.0,H6,automatic,Gasoline,grey,26000,None reported,116911
Subaru,limited_model,2008,2.5,4Cyl,automatic,Gasoline,silver,98313,None reported,7495
Cadillac,limited_model,2021,3.6,V6,automatic,Gasoline,silver,66500,None reported,28500
Nissan,Kicks S,2022,1.6,4Cyl,automatic,Gasoline,black,19877,None reported,18999
Kia,Seltos S,2021,2.0,4Cyl,automatic,Gasoline,blue,16100,None reported,25500
GMC,Yukon SLE,2016,5.3,V8,6-speed auto,Gasoline,blue,83858,Damage reported,27633
Mercedes-Benz,GLE 350 Base 4MATIC,2020,2.0,4Cyl,9-speed auto,Gasoline,black,24108,None reported,56000
Ford,Explorer XLT,2020,2.3,4Cyl,10-speed auto,Gasoline,N/A,42609,Damage reported,32107
Subaru,Impreza 2.0i Premium,2017,2.0,4Cyl,automatic,Gasoline,white,160000,Damage reported,7750
INFINITI,QX80 Base,2017,5.6,V8,automatic,Gasoline,black,121525,Damage reported,28500
Kia,Telluride S,2023,3.8,V6,automatic,Gasoline,grey,6423,None reported,42500
Other,limited_model,2007,2.4,4Cyl,automatic,Gasoline,grey,62310,None reported,12900
Mazda,limited_model,2021,2.5,4Cyl,6-speed auto,Gasoline,grey,21444,None reported,29995
Ford,Transit-350 Base,2015,3.5,V6,automatic,Gasoline,white,112000,Damage reported,29500
Hyundai,Genesis Coupe 3.8 Grand Touring,2013,3.8,V6,automatic,Gasoline,white,60000,None reported,16500
Dodge,Dart SE,2013,1.4,4Cyl,6-speed auto,Gasoline,silver,153250,None reported,4399
Jeep,Wrangler Unlimited Sahara,2019,3.6,V6,8-speed auto,Gasoline,grey,57000,None reported,39900
Chevrolet,Tahoe LTZ,2011,5.3,V8,6-speed auto,E85 Flex Fuel,red,140401,Damage reported,16000
Ford,limited_model,2023,3.5,V6,10-speed auto,Gasoline,grey,5500,None reported,70000
Chevrolet,Corvette Stingray w/2LT,2022,6.2,V8,automatic,Gasoline,grey,2010,None reported,89000
Tesla,Model 3 Long Range,2018,0.0,,automatic,,black,24360,None reported,31500
Audi,A4 2.0T Premium,2013,2.0,4Cyl,automatic,Gasoline,grey,96800,Damage reported,11000
Cadillac,CTS Performance,2014,3.6,V6,6-speed auto,Gasoline,red,34988,None reported,21500
Nissan,Frontier SV,2012,4.0,V6,automatic,Gasoline,black,65750,Damage reported,15995
Chevrolet,Silverado 1500 LTZ,2019,6.2,V8,automatic,Gasoline,red,56654,None reported,43860
Other,limited_model,2016,3.7,V6,6-speed auto,Gasoline,black,140200,None reported,10500
Chevrolet,limited_model,2016,1.4,4Cyl,6-speed auto,Gasoline,blue,122971,Damage reported,12999
Nissan,Xterra S,2008,4.0,V6,automatic,Gasoline,grey,227010,None reported,3850
Ford,limited_model,2004,5.4,V8,automatic,Gasoline,red,271000,Damage reported,9500
Porsche,911 Turbo,2022,3.8,H6,8-speed auto,Gasoline,grey,13800,None reported,234000
Dodge,limited_model,2001,5.9,I6,automatic,Diesel,silver,171079,None reported,27500
Chevrolet,Colorado ZR2,2021,3.6,V6,automatic,Gasoline,N/A,24915,None reported,44791
Nissan,Kicks S,2022,1.6,4Cyl,automatic,Gasoline,blue,15577,None reported,19599
Audi,S4 3.0T Premium Plus,2014,3.0,V6,7-speed auto,Gasoline,grey,102370,None reported,21373
Other,limited_model,2011,5.2,V10,automatic,Gasoline,N/A,16000,None reported,229000
Mercedes-Benz,limited_model,2012,1.8,4Cyl,7-speed auto,Gasoline,white,122000,None reported,15000
Other,limited_model,2016,2.4,4Cyl,automatic,Gasoline,N/A,48500,None reported,15999
Ford,F-150 XLT,2018,2.7,V6,10-speed auto,Gasoline,N/A,53500,Damage reported,31500
Ford,limited_model,2004,6.0,V8,automatic,Diesel,white,315000,None reported,9200
Ford,limited_model,2006,6.8,V10,automatic,Gasoline,white,158000,Damage reported,8500
Kia,Sorento SXL,2019,3.3,V6,8-speed auto,Gasoline,black,43850,Damage reported,30000
Mercedes-Benz,C-Class C 300 4MATIC Sport,2015,2.0,4Cyl,7-speed auto,Gasoline,white,73500,None reported,19000
Nissan,Altima 2.5 SL,2014,2.5,4Cyl,automatic,Gasoline,black,153350,Damage reported,9000
Volkswagen,limited_model,2019,2.0,4Cyl,automatic,Gasoline,white,74000,None reported,25500
BMW,328 i xDrive,2013,2.0,4Cyl,automatic,Gasoline,white,52000,None reported,17500
Audi,limited_model,2022,0.0,,automatic,,grey,250,None reported,52000
Nissan,Pathfinder S,2017,3.5,V6,automatic,Gasoline,silver,145000,Damage reported,8500
Subaru,Ascent Touring 7-Passenger,2020,2.4,4Cyl,automatic,Gasoline,blue,40971,None reported,32500
Ford,E350 Super Duty XLT,2010,5.4,V8,automatic,E85 Flex Fuel,silver,248000,Damage reported,14000
GMC,limited_model,2023,0.0,,automatic,,white,940,,146000
BMW,M3 CS,2018,3.0,I6,automatic,Gasoline,white,38000,None reported,60500
Acura,TLX V6 Advance,2016,3.5,V6,automatic,Gasoline,grey,128000,None reported,19500
Chevrolet,Silverado 1500 ZR2,2022,6.2,V8,automatic,Gasoline,blue,7455,None reported,68990
Jeep,Wrangler SE,1999,2.5,4Cyl,6-speed manual,Gasoline,red,137790,None reported,12000
Ford,Edge Sport,2016,2.7,V6,6-speed auto,Gasoline,white,92000,None reported,19995
Porsche,911 Carrera Cabriolet,2001,3.4,H6,6-speed manual,Gasoline,black,21450,None reported,36000
Nissan,Murano SL,2021,3.5,V6,automatic,Gasoline,black,43875,Damage reported,29725
Other,limited_model,2009,6.0,V8,automatic,Gasoline,black,81327,None reported,17500
Mercedes-Benz,E-Class E 350,2021,2.0,4Cyl,9-speed auto,Gasoline,white,72836,None reported,41000
Other,720S Performance,2020,4.0,V8,7-speed auto,Gasoline,black,5072,None reported,279950
Jeep,limited_model,2007,4.7,V8,automatic,E85 Flex Fuel,blue,161900,Damage reported,4800
Audi,limited_model,2022,2.0,4Cyl,automatic,Hybrid,white,24500,None reported,47000
BMW,M550 i xDrive,2018,4.4,V8,8-speed auto,Gasoline,grey,14993,None reported,44900
Volkswagen,Jetta 1.4T R-Line,2019,1.4,4Cyl,automatic,Gasoline,N/A,96000,Damage reported,14980
Porsche,limited_model,2022,0.0,,automatic,,red,7900,None reported,108000
Cadillac,CTS 2.0L Turbo Luxury,2019,2.0,4Cyl,8-speed auto,Gasoline,white,35566,Damage reported,26000
Lexus,IS-F Base,2008,5.0,V8,8-speed auto,Gasoline,black,113000,Damage reported,34000
Ford,Explorer XLT,2022,2.3,4Cyl,automatic,Gasoline,red,20678,None reported,46000
Porsche,911 Turbo Cabriolet,2008,3.6,H6,6-speed manual,Gasoline,black,10900,None reported,129000
Other,LaCrosse Leather,2012,2.4,4Cyl,6-speed auto,Hybrid,N/A,19079,None reported,15995
Mazda,limited_model,2008,1.3,,automatic,Gasoline,blue,155500,Damage reported,6800
Ford,Mustang GT Premium,2019,5.0,V8,10-speed auto,Gasoline,white,35500,None reported,32300
Mazda,Mazda6 Touring,2021,2.5,4Cyl,6-speed auto,Gasoline,white,52253,Damage reported,25215
Ford,limited_model,2004,3.0,V6,automatic,Gasoline,white,110000,Damage reported,8500
Volkswagen,limited_model,2016,2.0,4Cyl,automatic,Gasoline,grey,59250,None reported,18999
Ford,Thunderbird Deluxe,2004,3.9,V8,automatic,Gasoline,black,39000,,22000
Other,H2 Base,2008,6.2,V8,6-speed auto,Gasoline,N/A,155000,Damage reported,37000
BMW,limited_model,2017,3.0,I6,automatic,Gasoline,black,39250,None reported,28900
BMW,X3 xDrive30i,2020,2.0,4Cyl,8-speed auto,Gasoline,black,23647,None reported,37998
Hyundai,Accent GLS,2014,1.6,4Cyl,automatic,Gasoline,silver,127941,None reported,7500
RAM,1500 Big Horn,2014,5.7,V8,8-speed auto,Gasoline,black,124000,None reported,24850
Ford,limited_model,2023,2.3,4Cyl,6-speed manual,Gasoline,red,1500,None reported,60000
Other,Countryman Cooper S ALL4,2014,1.6,4Cyl,6-speed auto,Gasoline,white,70700,None reported,15750
Cadillac,Escalade Premium,2013,6.2,V8,6-speed auto,E85 Flex Fuel,N/A,113395,Damage reported,18800
Mercedes-Benz,limited_model,2022,2.0,,automatic,Gasoline,black,18815,None reported,61998
Toyota,4Runner Limited,2014,4.0,V6,automatic,Gasoline,grey,65000,None reported,27999
Audi,A8 L 55,2019,3.0,V6,automatic,Hybrid,black,23350,None reported,48000
Lexus,ES 350 Base,2019,3.5,V6,automatic,Gasoline,black,39000,Damage reported,34000
Toyota,limited_model,2019,4.0,V6,automatic,Gasoline,white,48842,Damage reported,39857
Other,limited_model,2015,1.4,4Cyl,automatic,Gasoline,black,47800,Damage reported,11500
Ford,Maverick XLT,2022,2.5,4Cyl,automatic,Hybrid,blue,52000,None reported,28000
Ford,Mustang GT,2006,4.6,V8,automatic,Gasoline,silver,16000,None reported,22000
Jeep,Wrangler Sport,2023,2.0,4Cyl,8-speed auto,Gasoline,white,7102,None reported,40995
Jeep,Grand Cherokee Limited,2015,3.6,V6,automatic,E85 Flex Fuel,white,157000,None reported,17000
Ford,Mustang Mach-E GT,2023,0.0,,automatic,,N/A,9095,None reported,59000
Jeep,Compass Sport,2010,2.4,4Cyl,automatic,Gasoline,black,179700,Damage reported,4500
Lexus,LS 430 Base,2006,4.3,V8,automatic,Gasoline,silver,170000,None reported,7500
Other,Cullinan,2022,6.7,12Cyl,8-speed auto,Gasoline,red,3420,None reported,399950
Ford,F-250 King Ranch,2021,6.7,V8,10-speed auto,Diesel,red,93400,,69995
BMW,X5 xDrive50i,2011,4.4,V8,automatic,Gasoline,white,110000,Damage reported,12000
Porsche,911 Carrera,2016,3.4,H6,automatic,Gasoline,grey,22500,None reported,78000
Ford,Focus ST Base,2013,2.0,4Cyl,6-speed manual,Gasoline,N/A,20800,None reported,19795
Lexus,ES 300h Base,2018,2.5,4Cyl,automatic,Hybrid,white,100868,Damage reported,23400
Volkswagen,limited_model,2012,2.0,4Cyl,6-speed manual,Gasoline,white,131986,Damage reported,9000
Volkswagen,limited_model,2016,1.8,4Cyl,6-speed manual,Gasoline,white,127770,None reported,13800
Porsche,911 Carrera S,2013,3.8,H6,7-speed auto,Gasoline,blue,56985,None reported,65900
Toyota,limited_model,2014,1.8,4Cyl,automatic,Hybrid,N/A,106000,Damage reported,11800
Ford,F-250 XLT,2019,6.7,V8,automatic,Diesel,black,92671,Damage reported,50000
Mercedes-Benz,S-Class S 560 4MATIC,2019,4.0,V8,automatic,Gasoline,black,49500,None reported,55900
Porsche,911 Carrera,2020,3.0,H6,automatic,Gasoline,N/A,16741,None reported,112500
Ford,Mustang GT,2011,5.0,V8,6-speed manual,Gasoline,black,133504,None reported,23500
Cadillac,CTS 2.0L Turbo Luxury,2019,2.0,4Cyl,8-speed auto,Gasoline,red,20296,None reported,30599
Volkswagen,Jetta 1.4T R-Line,2019,1.4,4Cyl,8-speed auto,Gasoline,grey,55234,None reported,19290
Jeep,Wrangler X,2005,4.0,I6,6-speed manual,Gasoline,N/A,162482,None reported,11000
Other,limited_model,2002,3.9,V8,automatic,Gasoline,silver,42000,Damage reported,11000
Ford,limited_model,2022,0.0,,automatic,,white,470,None reported,71900
Mercedes-Benz,limited_model,2006,5.4,V8,automatic,Gasoline,black,98300,Damage reported,15900
Audi,limited_model,2013,4.0,V8,7-speed auto,Gasoline,black,53900,,27450
BMW,335 i xDrive,2013,3.0,I6,8-speed auto,Gasoline,red,82849,None reported,19999
Porsche,limited_model,2009,3.8,H6,6-speed manual,Gasoline,black,25500,None reported,79995
Kia,limited_model,2020,2.0,4Cyl,automatic,Gasoline,silver,53452,Damage reported,16995
Chevrolet,Corvette Base,2004,5.7,V8,automatic,Gasoline,red,40011,None reported,23500
Hyundai,limited_model,2018,2.0,4Cyl,automatic,Gasoline,silver,45800,Damage reported,20900
RAM,1500 Laramie,2022,5.7,V8,8-speed auto,Gasoline,red,15741,None reported,45999
Kia,limited_model,2023,2.5,4Cyl,automatic,Gasoline,white,11100,None reported,40200
Ford,F-250 XL,2020,6.2,V8,automatic,E85 Flex Fuel,white,36000,None reported,44000
BMW,X5 xDrive35i,2013,3.0,I6,8-speed auto,Gasoline,white,69750,Damage reported,15999
Mercedes-Benz,C-Class C 300 4MATIC,2021,2.0,4Cyl,automatic,Gasoline,black,19162,None reported,38500
Audi,Q5 S line Premium Plus,2023,2.0,,automatic,Hybrid,grey,6046,None reported,51598
Ford,Explorer XLT,2020,2.3,4Cyl,10-speed auto,Gasoline,blue,17000,Damage reported,21000
Audi,A6 55 Premium,2019,3.0,V6,7-speed auto,Hybrid,black,10832,None reported,42500
Toyota,limited_model,2004,1.8,4Cyl,automatic,Gasoline,silver,173452,Damage reported,4000
Kia,limited_model,2017,2.0,4Cyl,6-speed auto,Gasoline,red,103338,Damage reported,17238
Ford,F-150 Lariat,2022,3.5,V6,automatic,Gasoline,black,28000,None reported,53500
Audi,limited_model,2019,3.0,V6,8-speed auto,Hybrid,white,51984,None reported,44870
Chevrolet,Corvette Stingray w/2LT,2020,6.2,V8,automatic,Gasoline,N/A,8974,Damage reported,79900
Other,tC Anniversary Edition,2014,2.5,4Cyl,6-speed manual,Gasoline,white,99999,None reported,10998
Mercedes-Benz,C-Class C 300,2017,2.0,4Cyl,7-speed auto,Gasoline,black,59400,Damage reported,21000
Nissan,Murano SV,2020,3.5,V6,automatic,Gasoline,silver,47147,None reported,23625
Ford,Mustang GT,2018,5.0,V8,6-speed manual,Gasoline,black,53782,Damage reported,29950
Ford,Taurus SHO,2011,3.5,V6,automatic,Gasoline,black,160000,None reported,4700
Chevrolet,Tahoe LTZ,2015,5.3,V8,6-speed auto,Gasoline,white,500,Damage reported,37000
Ford,limited_model,2020,1.5,3Cyl,automatic,Gasoline,white,42000,,19000
Dodge,limited_model,2018,3.6,V6,automatic,E85 Flex Fuel,white,64000,None reported,35000
Hyundai,limited_model,2021,1.6,4Cyl,automatic,Hybrid,grey,28600,None reported,23999
GMC,limited_model,2019,3.6,V6,8-speed auto,Gasoline,red,26339,Damage reported,36750
Other,Romeo Giulia Quadrifoglio,2018,2.9,V6,8-speed auto,Gasoline,black,28644,,41500
Subaru,Impreza WRX,2008,2.5,4Cyl,6-speed manual,Gasoline,black,148740,Damage reported,14500
GMC,Sierra 2500 Denali,2021,6.6,V8,10-speed auto,Diesel,black,16919,Damage reported,73000
Chevrolet,limited_model,2005,4.8,V8,automatic,Gasoline,silver,170000,Damage reported,9000
Mercedes-Benz,SL-Class SL 550,2013,4.6,V8,automatic,Gasoline,grey,130000,Damage reported,26900
Ford,limited_model,2022,2.5,4Cyl,automatic,Hybrid,white,1889,None reported,32850
Dodge,Charger GT,2018,3.6,V6,8-speed auto,Gasoline,white,62197,None reported,26691
Ford,F-150 XLT,2016,5.0,V8,automatic,E85 Flex Fuel,black,71000,Damage reported,24350
Lexus,NX 200t Base,2016,2.0,4Cyl,automatic,Gasoline,blue,83400,Damage reported,22495
Cadillac,limited_model,2019,3.6,V6,8-speed auto,Gasoline,black,74414,None reported,26000
Ford,Mustang Shelby GT500,2010,5.4,V8,6-speed manual,Gasoline,black,29816,None reported,38000
Ford,F-250 Lariat,2015,6.7,V8,automatic,Diesel,grey,68749,None reported,45000
BMW,325 i,2005,2.5,I6,automatic,Gasoline,black,190395,None reported,5000
Other,limited_model,2015,5.2,V10,7-speed auto,Gasoline,blue,34152,None reported,185500
Toyota,Camry XLE,2007,2.4,4Cyl,automatic,Gasoline,white,98528,Damage reported,7450
BMW,335 i,2011,3.0,I6,6-speed auto,Gasoline,blue,91500,Damage reported,13599
Chevrolet,Camaro 1SS,2017,6.2,V8,6-speed manual,Gasoline,blue,50850,None reported,37000
Mazda,MX-5 Miata Base,1999,1.8,4Cyl,automatic,Gasoline,N/A,130000,Damage reported,9000
Toyota,Tundra SR5 Double Cab,2005,4.7,V8,automatic,Gasoline,grey,199400,Damage reported,8500
RAM,limited_model,2013,5.7,V8,6-speed auto,Gasoline,white,84220,Damage reported,26500
Mercedes-Benz,S-Class S 550 4MATIC,2016,4.7,V8,7-speed auto,Gasoline,white,67280,None reported,41999
Volkswagen,limited_model,2021,2.0,,automatic,Gasoline,silver,16538,None reported,25998
Toyota,Tundra Platinum,2018,5.7,V8,6-speed auto,Gasoline,grey,66000,None reported,51000
Cadillac,Escalade Luxury,2018,6.2,V8,10-speed auto,Gasoline,white,53450,None reported,49999
Volkswagen,limited_model,2018,1.8,4Cyl,6-speed auto,Gasoline,white,63277,None reported,20900
Nissan,Altima 2.5 S,2020,2.5,4Cyl,automatic,Gasoline,silver,30900,None reported,21000
Mercedes-Benz,GLA 250 Base 4MATIC,2019,2.0,,automatic,Gasoline,white,60854,None reported,25498
Ford,F-150 Platinum,2015,3.5,V6,6-speed auto,Gasoline,white,85000,None reported,31000
Toyota,limited_model,2016,2.5,4Cyl,automatic,Gasoline,grey,108130,None reported,18500
Toyota,limited_model,2023,4.0,V6,automatic,Gasoline,N/A,11400,None reported,46000
Mercedes-Benz,GL-Class GL 450 4MATIC,2013,4.6,V8,7-speed auto,Gasoline,black,63300,None reported,22800
Tesla,Model Y Performance,2020,0.0,,automatic,,grey,27500,None reported,44000
BMW,limited_model,2012,3.0,I6,8-speed auto,Gasoline,black,122600,Damage reported,12900
Dodge,limited_model,2006,3.5,V6,automatic,Gasoline,blue,145565,Damage reported,4500
Ford,Transit-250 Base,2016,3.5,V6,6-speed auto,Gasoline,white,66500,None reported,27000
BMW,330 i xDrive,2017,2.0,4Cyl,automatic,Gasoline,blue,75000,None reported,20000
Mazda,CX-5 Grand Touring,2021,2.5,4Cyl,6-speed auto,Gasoline,grey,24781,,28991
BMW,X5 M Base,2013,4.4,V8,automatic,Gasoline,silver,67000,Damage reported,24500
Audi,Q5 2.0T Premium Plus,2019,2.0,4Cyl,automatic,Gasoline,black,24500,None reported,31000
Audi,S5 3.0T Prestige,2013,3.0,V6,7-speed auto,Gasoline,black,37500,None reported,26000
Nissan,GT-R Premium,2013,3.8,V6,automatic,Gasoline,white,101000,None reported,59000
Tesla,Model 3 Long Range,2020,0.0,,automatic,,blue,25000,None reported,49995
Toyota,Camry Solara SLE V6,2000,3.0,V6,automatic,Gasoline,black,245000,Damage reported,2500
Tesla,Model Y Long Range,2021,0.0,,automatic,,blue,49252,None reported,37999
Other,limited_model,2016,1.6,4Cyl,6-speed auto,Gasoline,white,103814,Damage reported,14995
Toyota,limited_model,2021,4.0,V6,automatic,Gasoline,white,27000,None reported,48500
BMW,530 i xDrive,2021,2.0,4Cyl,8-speed auto,Gasoline,silver,60942,None reported,32085
BMW,535 i xDrive,2011,3.0,I6,8-speed auto,Gasoline,grey,100780,Damage reported,12000
Tesla,Model S 100D,2018,0.0,,automatic,,blue,65000,None reported,41000
Lexus,GX 460 Base,2012,4.6,V8,automatic,Gasoline,black,167000,Damage reported,19470
Chevrolet,Trailblazer SS,2008,6.0,V8,automatic,Gasoline,red,161000,Damage reported,17000
